"@timestamp","route_info.vid","route_info.location","route_info.timestamp"
"Apr 18, 2023 @ 19:51:39.181",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:50:26.570",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:49:20.849",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:48:19.940",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:47:19.216",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:46:06.519",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:44:43.686",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:43:21.036",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:42:20.074",DL1PC9997,"POINT (77.23456 28.613424)","Apr 18, 2023 @ 19:41:38.000"
"Apr 18, 2023 @ 19:41:18.476",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:39:52.142",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:38:48.257",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:37:19.948",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:36:18.433",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:34:59.423",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:33:48.392",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:32:20.628",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:30:55.642",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:29:54.211",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:28:48.314",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:27:20.499",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:26:18.251",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:24:57.625",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:23:48.353",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:22:19.939",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:21:06.434",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:19:38.544",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:18:26.806",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:17:19.918",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:16:17.607",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:14:57.067",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:13:26.070",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:12:20.699",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:11:17.899",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:10:01.318",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:08:48.329",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:07:20.724",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:05:32.299",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:04:20.682",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:03:19.983",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:02:07.402",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 19:00:55.369",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:59:43.889",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:58:23.443",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:57:19.864",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:56:12.739",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:54:25.173",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:53:20.575",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:52:11.696",DL1PC9997,"POINT (77.195953 28.651159)","Apr 18, 2023 @ 18:51:33.000"
"Apr 18, 2023 @ 18:50:56.660",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:49:48.289",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:48:45.131",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:47:19.795",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:46:17.805",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:45:15.128",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:44:01.713",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:42:49.741",DL1PC9997,"POINT (77.188198 28.655326)","Apr 18, 2023 @ 18:41:55.000"
"Apr 18, 2023 @ 18:41:21.964",DL1PC9997,"POINT (77.188055 28.656376)","Apr 18, 2023 @ 18:41:02.000"
"Apr 18, 2023 @ 18:40:21.707",DL1PC9997,"POINT (77.181065 28.663603)","Apr 18, 2023 @ 18:35:25.000"
"Apr 18, 2023 @ 18:39:20.382",DL1PC9997,"POINT (77.181065 28.663603)","Apr 18, 2023 @ 18:35:25.000"
"Apr 18, 2023 @ 18:38:20.447",DL1PC9997,"POINT (77.181065 28.663603)","Apr 18, 2023 @ 18:35:25.000"
"Apr 18, 2023 @ 18:37:00.861",DL1PC9997,"POINT (77.181065 28.663603)","Apr 18, 2023 @ 18:35:25.000"
"Apr 18, 2023 @ 18:35:22.262",DL1PC9997,"POINT (77.180773 28.664171)","Apr 18, 2023 @ 18:35:05.000"
"Apr 18, 2023 @ 18:34:20.428",DL1PC9997,"POINT (77.183036 28.668204)","Apr 18, 2023 @ 18:34:05.000"
"Apr 18, 2023 @ 18:33:19.885",DL1PC9997,"POINT (77.171543 28.672826)","Apr 18, 2023 @ 18:29:07.000"
"Apr 18, 2023 @ 18:32:16.825",DL1PC9997,"POINT (77.171543 28.672826)","Apr 18, 2023 @ 18:29:07.000"
"Apr 18, 2023 @ 18:30:57.900",DL1PC9997,"POINT (77.171543 28.672826)","Apr 18, 2023 @ 18:29:07.000"
"Apr 18, 2023 @ 18:29:20.417",DL1PC9997,"POINT (77.171543 28.672826)","Apr 18, 2023 @ 18:29:07.000"
"Apr 18, 2023 @ 18:28:17.453",DL1PC9997,"POINT (77.168718 28.67233)","Apr 18, 2023 @ 18:27:50.000"
"Apr 18, 2023 @ 18:27:06.194",DL1PC9997,"POINT (77.16587 28.670593)","Apr 18, 2023 @ 18:24:58.000"
"Apr 18, 2023 @ 18:26:06.185",DL1PC9997,"POINT (77.16587 28.670593)","Apr 18, 2023 @ 18:24:58.000"
"Apr 18, 2023 @ 18:24:52.589",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:23:48.379",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:22:19.895",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:21:02.100",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:19:48.197",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:18:48.403",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:17:19.875",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:16:17.692",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:15:09.028",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:13:20.468",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:12:20.500",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:11:01.654",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:09:20.437",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:08:20.578",DL1PC9997,"POINT (77.109648 28.6762)","Apr 18, 2023 @ 18:08:07.000"
"Apr 18, 2023 @ 18:07:20.572",DL1PC9997,"POINT (77.098764 28.680111)","Apr 18, 2023 @ 18:07:05.000"
"Apr 18, 2023 @ 18:06:17.634",DL1PC9997,"POINT (77.096518 28.679485)","Apr 18, 2023 @ 18:05:39.000"
"Apr 18, 2023 @ 18:05:15.170",DL1PC9997,"POINT (77.094995 28.680315)","Apr 18, 2023 @ 18:04:54.000"
"Apr 18, 2023 @ 18:03:37.820",DL1PC9997,"POINT (77.096055 28.686958)","Apr 18, 2023 @ 18:03:14.000"
"Apr 18, 2023 @ 18:02:20.226",DL1PC9997,"POINT (77.095132 28.690798)","Apr 18, 2023 @ 18:01:43.000"
"Apr 18, 2023 @ 18:01:18.531",DL1PC9997,"POINT (77.095258 28.692893)","Apr 18, 2023 @ 18:00:53.000"
"Apr 18, 2023 @ 18:00:04.857",DL1PC9997,"POINT (77.095557 28.696303)","Apr 18, 2023 @ 17:59:43.000"
"Apr 18, 2023 @ 17:58:48.315",DL1PC9997,"POINT (77.09285 28.696618)","Apr 18, 2023 @ 17:58:23.000"
"Apr 18, 2023 @ 17:57:20.443",DL1PC9997,"POINT (77.091796 28.695196)","Apr 18, 2023 @ 17:57:03.000"
"Apr 18, 2023 @ 17:56:14.134",DL1PC9997,"POINT (77.09193 28.693333)","Apr 18, 2023 @ 17:55:53.000"
"Apr 18, 2023 @ 17:55:06.688",DL1PC9997,"POINT (77.091555 28.692543)","Apr 18, 2023 @ 17:54:43.000"
"Apr 18, 2023 @ 17:53:27.729",DL1PC9997,"POINT (77.088441 28.692465)","Apr 18, 2023 @ 17:53:03.000"
"Apr 18, 2023 @ 17:52:20.542",DL1PC9997,"POINT (77.085927 28.692506)","Apr 18, 2023 @ 17:52:03.000"
"Apr 18, 2023 @ 17:51:17.730",DL1PC9997,"POINT (77.082598 28.692803)","Apr 18, 2023 @ 17:50:53.000"
"Apr 18, 2023 @ 17:50:13.931",DL1PC9997,"POINT (77.082138 28.692575)","Apr 18, 2023 @ 17:49:53.000"
"Apr 18, 2023 @ 17:48:25.477",DL1PC9997,"POINT (77.082074 28.691255)","Apr 18, 2023 @ 17:48:03.000"
"Apr 18, 2023 @ 17:47:25.364",DL1PC9997,"POINT (77.081805 28.688903)","Apr 18, 2023 @ 17:47:03.000"
"Apr 18, 2023 @ 17:46:21.062",DL1PC9997,"POINT (77.085459 28.688091)","Apr 18, 2023 @ 17:46:03.000"
"Apr 18, 2023 @ 17:45:21.043",DL1PC9997,"POINT (77.089804 28.687905)","Apr 18, 2023 @ 17:45:03.000"
"Apr 18, 2023 @ 17:44:05.722",DL1PC9997,"POINT (77.089953 28.687905)","Apr 18, 2023 @ 17:43:43.000"
"Apr 18, 2023 @ 17:42:59.892",DL1PC9997,"POINT (77.089953 28.687905)","Apr 18, 2023 @ 17:42:43.000"
"Apr 18, 2023 @ 17:41:47.160",DL1PC9997,"POINT (77.090008 28.688053)","Apr 18, 2023 @ 17:41:23.000"
"Apr 18, 2023 @ 17:40:36.103",DL1PC9997,"POINT (77.090202 28.687946)","Apr 18, 2023 @ 17:40:13.000"
"Apr 18, 2023 @ 17:39:20.420",DL1PC9997,"POINT (77.091825 28.687903)","Apr 18, 2023 @ 17:39:03.000"
"Apr 18, 2023 @ 17:38:12.969",DL1PC9997,"POINT (77.095513 28.688329)","Apr 18, 2023 @ 17:37:53.000"
"Apr 18, 2023 @ 17:36:59.421",DL1PC9997,"POINT (77.095216 28.683198)","Apr 18, 2023 @ 17:36:23.000"
"Apr 18, 2023 @ 17:36:00.010",DL1PC9997,"POINT (77.095157 28.682598)","Apr 18, 2023 @ 17:35:33.000"
"Apr 18, 2023 @ 17:34:58.614",DL1PC9997,"POINT (77.094903 28.68157)","Apr 18, 2023 @ 17:34:13.000"
"Apr 18, 2023 @ 17:33:52.860",DL1PC9997,"POINT (77.094847 28.681188)","Apr 18, 2023 @ 17:33:33.000"
"Apr 18, 2023 @ 17:32:50.938",DL1PC9997,"POINT (77.094617 28.679578)","Apr 18, 2023 @ 17:32:23.000"
"Apr 18, 2023 @ 17:31:50.349",DL1PC9997,"POINT (77.094454 28.678891)","Apr 18, 2023 @ 17:31:33.000"
"Apr 18, 2023 @ 17:30:20.639",DL1PC9997,"POINT (77.094255 28.677531)","Apr 18, 2023 @ 17:30:03.000"
"Apr 18, 2023 @ 17:29:20.411",DL1PC9997,"POINT (77.09405 28.676711)","Apr 18, 2023 @ 17:29:03.000"
"Apr 18, 2023 @ 17:28:20.579",DL1PC9997,"POINT (77.093924 28.6757)","Apr 18, 2023 @ 17:28:03.000"
"Apr 18, 2023 @ 17:27:19.808",DL1PC9997,"POINT (77.093807 28.67525)","Apr 18, 2023 @ 17:27:03.000"
"Apr 18, 2023 @ 17:26:09.771",DL1PC9997,"POINT (77.093689 28.674858)","Apr 18, 2023 @ 17:25:53.000"
"Apr 18, 2023 @ 17:25:00.563",DL1PC9997,"POINT (77.093843 28.674581)","Apr 18, 2023 @ 17:24:33.000"
"Apr 18, 2023 @ 17:23:36.258",DL1PC9997,"POINT (77.09369 28.674343)","Apr 18, 2023 @ 17:23:13.000"
"Apr 18, 2023 @ 17:22:20.292",DL1PC9997,"POINT (77.093744 28.674156)","Apr 18, 2023 @ 17:22:03.000"
"Apr 18, 2023 @ 17:21:18.033",DL1PC9997,"POINT (77.093609 28.67383)","Apr 18, 2023 @ 17:20:53.000"
"Apr 18, 2023 @ 17:19:56.828",DL1PC9997,"POINT (77.093422 28.673274)","Apr 18, 2023 @ 17:19:33.000"
"Apr 18, 2023 @ 17:18:48.158",DL1PC9997,"POINT (77.093397 28.672671)","Apr 18, 2023 @ 17:18:23.000"
"Apr 18, 2023 @ 17:17:32.766",DL1PC9997,"POINT (77.093325 28.672578)","Apr 18, 2023 @ 17:17:13.000"
"Apr 18, 2023 @ 17:16:31.377",DL1PC9997,"POINT (77.093348 28.672248)","Apr 18, 2023 @ 17:16:13.000"
"Apr 18, 2023 @ 17:15:20.405",DL1PC9997,"POINT (77.09324 28.671803)","Apr 18, 2023 @ 17:15:03.000"
"Apr 18, 2023 @ 17:13:47.636",DL1PC9997,"POINT (77.093135 28.669605)","Apr 18, 2023 @ 17:13:23.000"
"Apr 18, 2023 @ 17:12:46.614",DL1PC9997,"POINT (77.093782 28.673401)","Apr 18, 2023 @ 17:12:23.000"
"Apr 18, 2023 @ 17:11:45.183",DL1PC9997,"POINT (77.09423 28.675241)","Apr 18, 2023 @ 17:11:23.000"
"Apr 18, 2023 @ 17:10:42.875",DL1PC9997,"POINT (77.094597 28.675461)","Apr 18, 2023 @ 17:10:23.000"
"Apr 18, 2023 @ 17:09:22.066",DL1PC9997,"POINT (77.094417 28.675583)","Apr 18, 2023 @ 17:09:03.000"
"Apr 18, 2023 @ 17:08:20.231",DL1PC9997,"POINT (77.094515 28.675528)","Apr 18, 2023 @ 17:08:03.000"
"Apr 18, 2023 @ 17:07:15.389",DL1PC9997,"POINT (77.094451 28.675501)","Apr 18, 2023 @ 17:06:53.000"
"Apr 18, 2023 @ 17:06:14.663",DL1PC9997,"POINT (77.094538 28.675506)","Apr 18, 2023 @ 17:05:13.000"
"Apr 18, 2023 @ 17:05:10.735",DL1PC9997,"POINT (77.094392 28.675558)","Apr 18, 2023 @ 17:04:43.000"
"Apr 18, 2023 @ 17:04:10.352",DL1PC9997,"POINT (77.094505 28.675461)","Apr 18, 2023 @ 17:03:33.000"
"Apr 18, 2023 @ 17:02:49.664",DL1PC9997,"POINT (77.094761 28.675513)","Apr 18, 2023 @ 17:02:23.000"
"Apr 18, 2023 @ 17:01:49.710",DL1PC9997,"POINT (77.094575 28.675406)","Apr 18, 2023 @ 17:01:33.000"
"Apr 18, 2023 @ 17:00:48.269",DL1PC9997,"POINT (77.095872 28.674981)","Apr 18, 2023 @ 17:00:23.000"
"Apr 18, 2023 @ 16:59:41.434",DL1PC9997,"POINT (77.095794 28.675041)","Apr 18, 2023 @ 16:59:23.000"
"Apr 18, 2023 @ 16:58:20.328",DL1PC9997,"POINT (77.095894 28.67505)","Apr 18, 2023 @ 16:58:03.000"
"Apr 18, 2023 @ 16:57:19.811",DL1PC9997,"POINT (77.095894 28.67505)","Apr 18, 2023 @ 16:56:53.000"
"Apr 18, 2023 @ 16:56:17.642",DL1PC9997,"POINT (77.095894 28.67505)","Apr 18, 2023 @ 16:55:53.000"
"Apr 18, 2023 @ 16:55:12.470",DL1PC9997,"POINT (77.095894 28.67505)","Apr 18, 2023 @ 16:54:53.000"
"Apr 18, 2023 @ 16:53:20.365",DL1PC9997,"POINT (77.095249 28.67531)","Apr 18, 2023 @ 16:53:03.000"
"Apr 18, 2023 @ 16:51:57.596",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:50:50.992",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:49:50.326",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:48:20.293",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:47:19.759",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:46:14.017",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:45:13.630",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:44:00.368",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:42:53.024",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:41:44.386",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:40:42.612",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:39:36.253",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:38:25.858",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:37:19.785",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:36:17.604",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:35:17.524",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:33:47.581",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:32:45.464",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:31:37.836",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:30:37.262",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:29:20.331",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:28:19.841",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:27:08.991",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:26:01.341",DL1PC9997,"POINT (77.095621 28.674613)","Apr 18, 2023 @ 16:24:12.000"
"Apr 18, 2023 @ 16:24:27.373",DL1PC9997,"POINT (77.095902 28.674559)","Apr 18, 2023 @ 16:24:02.000"
"Apr 18, 2023 @ 16:23:20.374",DL1PC9997,"POINT (77.095785 28.674761)","Apr 18, 2023 @ 16:22:48.000"
"Apr 18, 2023 @ 16:22:19.801",DL1PC9997,"POINT (77.095801 28.674725)","Apr 18, 2023 @ 16:21:53.000"
"Apr 18, 2023 @ 16:21:17.586",DL1PC9997,"POINT (77.095603 28.674766)","Apr 18, 2023 @ 16:20:53.000"
"Apr 18, 2023 @ 16:20:11.031",DL1PC9997,"POINT (77.095751 28.674908)","Apr 18, 2023 @ 16:19:53.000"
"Apr 18, 2023 @ 16:18:47.630",DL1PC9997,"POINT (77.095916 28.675046)","Apr 18, 2023 @ 16:18:23.000"
"Apr 18, 2023 @ 16:17:41.354",DL1PC9997,"POINT (77.095807 28.675201)","Apr 18, 2023 @ 16:17:13.000"
"Apr 18, 2023 @ 16:16:28.901",DL1PC9997,"POINT (77.095436 28.674985)","Apr 18, 2023 @ 16:16:03.000"
"Apr 18, 2023 @ 16:15:19.728",DL1PC9997,"POINT (77.095764 28.67509)","Apr 18, 2023 @ 16:15:03.000"
"Apr 18, 2023 @ 16:14:02.154",DL1PC9997,"POINT (77.095193 28.675173)","Apr 18, 2023 @ 16:13:43.000"
"Apr 18, 2023 @ 16:13:02.434",DL1PC9997,"POINT (77.09522 28.675069)","Apr 18, 2023 @ 16:12:43.000"
"Apr 18, 2023 @ 16:11:57.576",DL1PC9997,"POINT (77.09522 28.675069)","Apr 18, 2023 @ 16:11:43.000"
"Apr 18, 2023 @ 16:10:29.020",DL1PC9997,"POINT (77.095353 28.675036)","Apr 18, 2023 @ 16:10:03.000"
"Apr 18, 2023 @ 16:09:20.432",DL1PC9997,"POINT (77.095353 28.675036)","Apr 18, 2023 @ 16:08:53.000"
"Apr 18, 2023 @ 16:08:20.421",DL1PC9997,"POINT (77.095353 28.675036)","Apr 18, 2023 @ 16:07:53.000"
"Apr 18, 2023 @ 16:07:19.843",DL1PC9997,"POINT (77.095236 28.675076)","Apr 18, 2023 @ 16:06:53.000"
"Apr 18, 2023 @ 16:06:17.697",DL1PC9997,"POINT (77.095301 28.675033)","Apr 18, 2023 @ 16:05:53.000"
"Apr 18, 2023 @ 16:05:08.103",DL1PC9997,"POINT (77.095305 28.675076)","Apr 18, 2023 @ 16:04:43.000"
"Apr 18, 2023 @ 16:03:19.792",DL1PC9997,"POINT (77.095325 28.6752)","Apr 18, 2023 @ 16:03:03.000"
"Apr 18, 2023 @ 16:02:19.977",DL1PC9997,"POINT (77.095346 28.675111)","Apr 18, 2023 @ 16:01:53.000"
"Apr 18, 2023 @ 16:01:18.234",DL1PC9997,"POINT (77.095335 28.67512)","Apr 18, 2023 @ 16:00:33.000"
"Apr 18, 2023 @ 15:59:31.364",DL1PC9997,"POINT (77.095264 28.67512)","Apr 18, 2023 @ 15:59:13.000"
"Apr 18, 2023 @ 15:58:20.484",DL1PC9997,"POINT (77.095264 28.67512)","Apr 18, 2023 @ 15:58:03.000"
"Apr 18, 2023 @ 15:56:57.202",DL1PC9997,"POINT (77.095309 28.674943)","Apr 18, 2023 @ 15:56:33.000"
"Apr 18, 2023 @ 15:55:20.524",DL1PC9997,"POINT (77.095443 28.675038)","Apr 18, 2023 @ 15:55:03.000"
"Apr 18, 2023 @ 15:54:20.361",DL1PC9997,"POINT (77.095135 28.67514)","Apr 18, 2023 @ 15:54:03.000"
"Apr 18, 2023 @ 15:52:47.766",DL1PC9997,"POINT (77.094909 28.675435)","Apr 18, 2023 @ 15:52:29.000"
"Apr 18, 2023 @ 15:51:42.792",DL1PC9997,"POINT (77.095042 28.675546)","Apr 18, 2023 @ 15:51:29.000"
"Apr 18, 2023 @ 15:50:20.460",DL1PC9997,"POINT (77.094945 28.674955)","Apr 18, 2023 @ 15:50:09.000"
"Apr 18, 2023 @ 15:48:47.658",DL1PC9997,"POINT (77.09536 28.674961)","Apr 18, 2023 @ 15:48:21.000"
"Apr 18, 2023 @ 15:47:42.891",DL1PC9997,"POINT (77.095355 28.675023)","Apr 18, 2023 @ 15:47:21.000"
"Apr 18, 2023 @ 15:46:23.320",DL1PC9997,"POINT (77.094926 28.675168)","Apr 18, 2023 @ 15:46:01.000"
