"@timestamp","route_info.vid","route_info.location","route_info.timestamp"
"Apr 18, 2023 @ 22:25:03.520",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:23:47.152",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:22:19.102",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:21:16.851",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:20:02.513",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:18:47.225",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:17:19.060",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:16:16.784",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:15:13.708",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:13:47.126",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:12:19.411",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:11:08.524",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:09:19.417",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:08:19.357",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:07:19.034",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:06:16.805",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:04:57.631",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:03:19.437",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:02:03.799",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 22:00:50.080",DL1PC5335,"POINT (77.231814 28.57936)","Apr 18, 2023 @ 22:00:15.000"
"Apr 18, 2023 @ 21:59:19.385",DL1PC5335,"POINT (77.22758 28.579377)","Apr 18, 2023 @ 21:59:05.000"
"Apr 18, 2023 @ 21:58:19.042",DL1PC5335,"POINT (77.227286 28.579421)","Apr 18, 2023 @ 21:58:07.000"
"Apr 18, 2023 @ 21:57:04.007",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:55:32.184",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:54:19.415",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:53:14.731",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:52:03.151",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:50:22.251",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:49:19.437",DL1PC5335,"POINT (77.237355 28.592487)","Apr 18, 2023 @ 21:48:25.000"
"Apr 18, 2023 @ 21:48:16.970",DL1PC5335,"POINT (77.24033 28.592729)","Apr 18, 2023 @ 21:47:55.000"
"Apr 18, 2023 @ 21:46:24.888",DL1PC5335,"POINT (77.246733 28.58863)","Apr 18, 2023 @ 21:45:56.000"
"Apr 18, 2023 @ 21:45:19.721",DL1PC5335,"POINT (77.251595 28.582299)","Apr 18, 2023 @ 21:42:23.000"
"Apr 18, 2023 @ 21:44:19.605",DL1PC5335,"POINT (77.251595 28.582299)","Apr 18, 2023 @ 21:42:23.000"
"Apr 18, 2023 @ 21:43:19.376",DL1PC5335,"POINT (77.252205 28.580548)","Apr 18, 2023 @ 21:42:03.000"
"Apr 18, 2023 @ 21:42:19.412",DL1PC5335,"POINT (77.253448 28.57892)","Apr 18, 2023 @ 21:41:43.000"
"Apr 18, 2023 @ 21:41:16.877",DL1PC5335,"POINT (77.256309 28.575134)","Apr 18, 2023 @ 21:40:53.000"
"Apr 18, 2023 @ 21:40:02.218",DL1PC5335,"POINT (77.257733 28.573304)","Apr 18, 2023 @ 21:39:43.000"
"Apr 18, 2023 @ 21:38:45.420",DL1PC5335,"POINT (77.261923 28.567489)","Apr 18, 2023 @ 21:38:31.000"
"Apr 18, 2023 @ 21:36:16.819",DL1PC5335,"POINT (77.275427 28.549316)","Apr 18, 2023 @ 21:34:39.000"
"Apr 18, 2023 @ 21:35:14.925",DL1PC5335,"POINT (77.275427 28.549316)","Apr 18, 2023 @ 21:34:39.000"
"Apr 18, 2023 @ 21:33:19.511",DL1PC5335,"POINT (77.282234 28.540105)","Apr 18, 2023 @ 21:32:09.000"
"Apr 18, 2023 @ 21:32:08.448",DL1PC5335,"POINT (77.282227 28.540103)","Apr 18, 2023 @ 21:31:49.000"
"Apr 18, 2023 @ 21:30:48.843",DL1PC5335,"POINT (77.286446 28.533198)","Apr 18, 2023 @ 21:30:28.000"
"Apr 18, 2023 @ 21:29:49.141",DL1PC5335,"POINT (77.295951 28.517099)","Apr 18, 2023 @ 21:26:51.000"
"Apr 18, 2023 @ 21:28:19.434",DL1PC5335,"POINT (77.295951 28.517099)","Apr 18, 2023 @ 21:26:51.000"
"Apr 18, 2023 @ 21:27:19.531",DL1PC5335,"POINT (77.295951 28.517099)","Apr 18, 2023 @ 21:26:51.000"
"Apr 18, 2023 @ 21:26:15.363",DL1PC5335,"POINT (77.29746 28.51331)","Apr 18, 2023 @ 21:25:51.000"
"Apr 18, 2023 @ 21:25:07.948",DL1PC5335,"POINT (77.300296 28.504888)","Apr 18, 2023 @ 21:24:01.000"
"Apr 18, 2023 @ 21:23:19.667",DL1PC5335,"POINT (77.300165 28.502083)","Apr 18, 2023 @ 21:23:02.000"
"Apr 18, 2023 @ 21:22:19.444",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:21:16.920",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:19:57.586",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:18:19.128",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:17:02.990",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:15:19.710",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:14:19.529",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:13:19.554",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:11:50.491",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:10:50.639",DL1PC5335,"POINT (77.303781 28.491664)","Apr 18, 2023 @ 21:09:21.000"
"Apr 18, 2023 @ 21:09:19.600",DL1PC5335,"POINT (77.303821 28.491561)","Apr 18, 2023 @ 21:09:11.000"
"Apr 18, 2023 @ 21:08:19.122",DL1PC5335,"POINT (77.303825 28.491468)","Apr 18, 2023 @ 21:08:11.000"
"Apr 18, 2023 @ 21:07:16.109",DL1PC5335,"POINT (77.30396 28.491005)","Apr 18, 2023 @ 21:07:01.000"
"Apr 18, 2023 @ 21:06:06.451",DL1PC5335,"POINT (77.304238 28.490596)","Apr 18, 2023 @ 21:05:51.000"
"Apr 18, 2023 @ 21:04:54.854",DL1PC5335,"POINT (77.304226 28.490958)","Apr 18, 2023 @ 21:04:42.000"
"Apr 18, 2023 @ 21:03:47.304",DL1PC5335,"POINT (77.303056 28.49591)","Apr 18, 2023 @ 20:58:07.000"
"Apr 18, 2023 @ 21:02:19.203",DL1PC5335,"POINT (77.303056 28.49591)","Apr 18, 2023 @ 20:58:07.000"
"Apr 18, 2023 @ 21:01:09.524",DL1PC5335,"POINT (77.303056 28.49591)","Apr 18, 2023 @ 20:58:07.000"
"Apr 18, 2023 @ 20:59:19.555",DL1PC5335,"POINT (77.303056 28.49591)","Apr 18, 2023 @ 20:58:07.000"
"Apr 18, 2023 @ 20:58:19.177",DL1PC5335,"POINT (77.303056 28.49591)","Apr 18, 2023 @ 20:58:07.000"
"Apr 18, 2023 @ 20:57:17.156",DL1PC5335,"POINT (77.302619 28.497079)","Apr 18, 2023 @ 20:56:57.000"
"Apr 18, 2023 @ 20:56:16.887",DL1PC5335,"POINT (77.296603 28.516071)","Apr 18, 2023 @ 20:51:24.000"
"Apr 18, 2023 @ 20:55:04.998",DL1PC5335,"POINT (77.296603 28.516071)","Apr 18, 2023 @ 20:51:24.000"
"Apr 18, 2023 @ 20:53:19.546",DL1PC5335,"POINT (77.296603 28.516071)","Apr 18, 2023 @ 20:51:24.000"
"Apr 18, 2023 @ 20:51:39.205",DL1PC5335,"POINT (77.296603 28.516071)","Apr 18, 2023 @ 20:51:24.000"
"Apr 18, 2023 @ 20:50:19.523",DL1PC5335,"POINT (77.294986 28.519711)","Apr 18, 2023 @ 20:50:04.000"
"Apr 18, 2023 @ 20:48:47.247",DL1PC5335,"POINT (77.293406 28.522974)","Apr 18, 2023 @ 20:48:24.000"
"Apr 18, 2023 @ 20:47:19.088",DL1PC5335,"POINT (77.291886 28.525781)","Apr 18, 2023 @ 20:46:45.000"
"Apr 18, 2023 @ 20:46:16.829",DL1PC5335,"POINT (77.288453 28.529221)","Apr 18, 2023 @ 20:43:37.000"
"Apr 18, 2023 @ 20:45:17.195",DL1PC5335,"POINT (77.288453 28.529221)","Apr 18, 2023 @ 20:43:37.000"
"Apr 18, 2023 @ 20:43:46.911",DL1PC5335,"POINT (77.288408 28.529284)","Apr 18, 2023 @ 20:43:27.000"
"Apr 18, 2023 @ 20:42:42.600",DL1PC5335,"POINT (77.286463 28.533453)","Apr 18, 2023 @ 20:42:22.000"
"Apr 18, 2023 @ 20:41:22.534",DL1PC5335,"POINT (77.279606 28.543759)","Apr 18, 2023 @ 20:39:18.000"
"Apr 18, 2023 @ 20:40:20.395",DL1PC5335,"POINT (77.279606 28.543759)","Apr 18, 2023 @ 20:39:18.000"
"Apr 18, 2023 @ 20:39:19.546",DL1PC5335,"POINT (77.279543 28.543875)","Apr 18, 2023 @ 20:39:08.000"
"Apr 18, 2023 @ 20:37:56.821",DL1PC5335,"POINT (77.271191 28.555368)","Apr 18, 2023 @ 20:35:37.000"
"Apr 18, 2023 @ 20:36:22.449",DL1PC5335,"POINT (77.271191 28.555368)","Apr 18, 2023 @ 20:35:37.000"
"Apr 18, 2023 @ 20:35:19.541",DL1PC5335,"POINT (77.269675 28.55738)","Apr 18, 2023 @ 20:35:07.000"
"Apr 18, 2023 @ 20:34:19.445",DL1PC5335,"POINT (77.267048 28.560965)","Apr 18, 2023 @ 20:34:07.000"
"Apr 18, 2023 @ 20:33:09.065",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:32:00.574",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:30:50.852",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:29:19.468",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:28:19.161",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:27:17.850",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:26:16.814",DL1PC5335,"POINT (77.260326 28.570017)","Apr 18, 2023 @ 20:25:43.000"
"Apr 18, 2023 @ 20:25:10.839",DL1PC5335,"POINT (77.261025 28.584989)","Apr 18, 2023 @ 20:19:23.000"
"Apr 18, 2023 @ 20:23:28.577",DL1PC5335,"POINT (77.261025 28.584989)","Apr 18, 2023 @ 20:19:23.000"
"Apr 18, 2023 @ 20:22:19.571",DL1PC5335,"POINT (77.261025 28.584989)","Apr 18, 2023 @ 20:19:23.000"
"Apr 18, 2023 @ 20:21:03.661",DL1PC5335,"POINT (77.260721 28.585168)","Apr 18, 2023 @ 20:19:19.000"
"Apr 18, 2023 @ 20:19:51.372",DL1PC5335,"POINT (77.260721 28.585168)","Apr 18, 2023 @ 20:19:19.000"
"Apr 18, 2023 @ 20:18:39.150",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:17:31.887",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:16:29.859",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:15:19.548",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:14:15.351",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:12:55.313",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:11:34.723",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:10:30.974",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:09:19.532",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:08:19.086",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:07:17.438",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:06:17.364",DL1PC5335,"POINT (77.292173 28.619211)","Apr 18, 2023 @ 20:05:24.000"
"Apr 18, 2023 @ 20:04:57.223",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 20:03:46.867",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 20:02:44.870",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 20:01:43.899",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 20:00:20.557",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:59:19.442",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:58:13.027",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:57:07.937",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:55:19.110",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:52:55.504",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:51:38.211",DL1PC5335,"POINT (77.280997 28.632776)","Apr 18, 2023 @ 19:50:35.000"
"Apr 18, 2023 @ 19:50:25.601",DL1PC5335,"POINT (77.281964 28.633425)","Apr 18, 2023 @ 19:50:05.000"
"Apr 18, 2023 @ 19:49:19.641",DL1PC5335,"POINT (77.284643 28.635228)","Apr 18, 2023 @ 19:49:05.000"
